#	f19g.txt-1.gz	f19g.txt-2.gz	f19g.txt-3.gz	f19g.txt-4.gz	f19g.txt-5.gz	f19g.txt-6.gz	f19g.txt-7.gz	f19g.txt-8.gz	f19g.txt-9.gz
../../../bachelorprojekt/build/ExternStringFinderMain	6.861	6.758	6.870	6.590	7.271	7.077	6.995	6.881	7.129
../build/ExternStringFinderMain	6.882	7.002	6.805	6.885	7.113	6.931	7.018	6.993	6.973
